Age,Gender,Education,Years of Experience,Job Role,Industry,Workplace Setting,EI_Q1,EI_Q2,EI_Q3,EI_Q4,EI_Q5,EI_Q6,EI_Q7,EI_Q8,EI_Q9,EI_Q10,CR_Q1,CR_Q2,CR_Q3,CR_Q4,CR_Q5,CR_Q6,CR_Q7,CR_Q8,CR_Q9,CR_Q10,WO_Q1,WO_Q2,WO_Q3,WO_Q4,WO_Q5,WO_Q6,WO_Q7,WO_Q8,WO_Q9,WO_Q10,Open_Ended_1,Open_Ended_2,Open_Ended_3
36,Female,Postgraduate (PG),12 years,Team Lead,Healthcare,Hybrid (Partially Remote),2,4,4,4,5,2,2,2,5,1,3,3,5,4,1,4,2,2,4,1,1,2,2,1,4,2,2,1,4,3,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
36,Male,Postgraduate (PG),0 years,Team Lead,Finance/Banking,Fully Remote,1,5,1,3,3,4,3,4,5,4,3,2,1,3,5,2,3,4,2,3,4,2,3,2,1,5,3,4,2,2,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
38,Male,Undergraduate (UG),9 years,Other,Other,Fully Remote,2,4,3,5,5,2,2,1,3,5,4,1,4,5,3,1,2,3,1,5,3,4,2,5,4,2,5,3,2,4,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.
31,Male,Undergraduate (UG),2 years,Senior Management/Executive,Other,Hybrid (Partially Remote),2,1,1,5,3,5,4,3,4,4,4,2,4,2,4,3,2,5,2,4,5,1,5,2,1,1,3,4,4,1,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
22,Male,Undergraduate (UG),1 years,Individual Contributor/Employee,Finance/Banking,On-Site,5,3,5,4,2,3,5,3,3,1,2,2,3,3,5,5,2,4,4,3,2,5,5,4,4,4,2,4,1,1,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
52,Male,Postgraduate (PG),1 years,Team Lead,Healthcare,On-Site,5,5,3,3,4,3,4,4,4,1,5,3,1,3,2,1,2,5,2,2,5,2,5,1,1,3,3,4,5,4,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
53,Female,Undergraduate (UG),27 years,Manager/Supervisor,Retail,Fully Remote,5,1,4,2,2,3,3,4,3,5,4,3,2,1,2,4,3,5,1,3,2,1,2,5,3,1,3,1,2,3,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
57,Male,Postgraduate (PG),3 years,Team Lead,Education,Hybrid (Partially Remote),2,2,4,4,1,3,1,3,1,5,1,5,5,3,1,1,5,5,1,3,5,5,2,3,4,2,3,5,3,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
45,Female,Undergraduate (UG),9 years,Manager/Supervisor,Education,Fully Remote,5,2,1,5,2,5,1,3,1,2,1,5,4,4,4,5,3,2,2,5,3,4,5,3,2,5,4,5,5,1,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
53,Male,Postgraduate (PG),10 years,Individual Contributor/Employee,Healthcare,On-Site,1,1,4,2,4,5,4,5,4,3,3,5,3,3,1,3,4,3,4,4,5,2,4,2,5,4,3,4,4,3,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
48,Female,Postgraduate (PG),8 years,Manager/Supervisor,Education,On-Site,4,5,1,4,3,5,2,1,3,2,3,2,1,3,3,2,5,1,5,1,5,1,3,5,3,1,4,5,1,2,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
54,Male,Postgraduate (PG),11 years,Manager/Supervisor,Information Technology (IT),Hybrid (Partially Remote),1,4,4,2,3,5,1,5,4,5,4,5,2,4,1,1,5,2,3,4,2,4,3,3,4,2,3,5,5,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
38,Male,Postgraduate (PG),12 years,Other,Other,Fully Remote,3,5,3,1,1,4,2,2,4,3,2,3,4,5,4,3,4,1,2,4,4,1,2,1,5,5,2,3,5,5,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
25,Female,Postgraduate (PG),2 years,Team Lead,Finance/Banking,Hybrid (Partially Remote),3,4,5,3,2,3,2,4,1,4,2,1,1,3,2,2,1,4,3,5,2,1,3,5,2,2,1,4,1,1,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
19,Male,Undergraduate (UG),0 years,Team Lead,Information Technology (IT),Fully Remote,4,2,4,4,3,1,4,3,5,1,3,3,2,2,5,3,5,2,5,3,2,4,5,2,1,4,2,4,3,3,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
36,Male,Postgraduate (PG),3 years,Team Lead,Retail,Fully Remote,4,3,2,4,3,2,3,1,5,3,1,5,4,1,1,5,3,2,3,2,4,1,2,1,3,4,4,1,4,4,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
22,Male,Undergraduate (UG),2 years,Other,Retail,On-Site,1,5,4,1,5,3,5,4,1,1,1,1,1,1,3,4,3,2,2,1,4,3,2,3,4,3,4,3,2,4,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
39,Male,Undergraduate (UG),13 years,Senior Management/Executive,Other,On-Site,1,3,3,2,5,2,4,5,5,3,2,5,5,1,3,1,4,2,1,2,3,5,1,5,3,3,2,4,2,4,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
57,Male,Postgraduate (PG),31 years,Team Lead,Other,Fully Remote,2,5,3,1,5,2,2,2,1,1,4,1,1,2,1,2,1,3,2,5,1,4,3,5,3,3,2,4,5,2,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
34,Male,Undergraduate (UG),7 years,Individual Contributor/Employee,Retail,Hybrid (Partially Remote),5,2,1,2,5,3,5,3,4,2,4,3,5,2,1,3,3,5,3,1,2,4,3,3,3,5,1,3,5,2,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
28,Male,Postgraduate (PG),4 years,Individual Contributor/Employee,Healthcare,Hybrid (Partially Remote),5,2,1,3,1,4,4,3,1,2,2,2,2,5,2,2,1,1,2,2,3,2,3,5,1,3,3,3,3,5,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
25,Male,Postgraduate (PG),2 years,Team Lead,Information Technology (IT),On-Site,4,5,1,4,5,4,5,5,2,4,2,5,4,3,2,4,3,1,1,5,2,3,1,5,1,5,5,5,5,4,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
30,Female,Postgraduate (PG),4 years,Manager/Supervisor,Information Technology (IT),Fully Remote,2,5,4,1,5,3,4,5,3,1,2,5,4,3,3,4,2,1,5,3,2,2,2,3,4,1,3,4,2,2,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
53,Male,Postgraduate (PG),20 years,Team Lead,Retail,Fully Remote,3,5,3,5,1,4,2,1,1,5,5,5,3,2,1,2,1,3,4,3,5,2,2,1,1,1,4,2,4,1,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
54,Male,Postgraduate (PG),13 years,Senior Management/Executive,Other,On-Site,2,5,4,2,2,3,2,2,4,3,4,5,4,2,1,1,2,2,2,1,3,1,3,4,5,4,5,2,2,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
40,Male,Undergraduate (UG),10 years,Individual Contributor/Employee,Healthcare,On-Site,3,3,5,5,1,2,4,5,3,4,4,4,3,2,5,4,1,3,2,1,4,2,3,1,4,1,4,3,2,1,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
18,Male,Undergraduate (UG),0 years,Other,Other,Fully Remote,3,3,1,2,2,2,2,4,3,1,3,4,2,5,4,3,2,1,4,4,1,1,5,1,3,1,3,1,5,2,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
36,Female,Postgraduate (PG),9 years,Team Lead,Finance/Banking,Hybrid (Partially Remote),4,5,2,4,1,4,1,1,1,2,3,3,5,1,3,4,3,4,5,4,4,3,2,5,1,3,4,3,1,1,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
22,Female,Undergraduate (UG),2 years,Senior Management/Executive,Retail,Fully Remote,5,3,1,1,1,1,4,1,4,3,2,4,5,1,2,4,3,2,2,3,3,1,3,5,2,5,4,2,5,3,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
56,Male,Undergraduate (UG),16 years,Individual Contributor/Employee,Education,On-Site,1,1,4,1,3,3,4,2,5,4,3,1,5,5,4,2,4,5,4,4,3,1,2,4,2,5,3,3,4,4,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
44,Male,Undergraduate (UG),15 years,Team Lead,Other,On-Site,1,3,2,1,3,5,5,4,4,2,2,3,2,4,5,2,1,4,2,3,4,3,3,4,2,4,2,4,4,5,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
30,Male,Postgraduate (PG),5 years,Senior Management/Executive,Information Technology (IT),On-Site,1,4,2,5,3,3,2,5,5,5,2,2,5,4,2,1,1,5,1,2,1,2,4,4,2,4,2,3,5,5,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
52,Male,Undergraduate (UG),29 years,Senior Management/Executive,Education,Fully Remote,4,3,5,1,4,5,1,4,1,2,3,3,2,1,1,5,3,4,4,1,4,5,4,1,5,2,3,2,2,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
35,Male,Postgraduate (PG),0 years,Senior Management/Executive,Information Technology (IT),On-Site,2,1,2,4,1,4,1,5,1,1,5,3,3,4,5,2,4,2,5,5,2,5,4,2,5,1,3,4,1,5,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.
39,Male,Undergraduate (UG),13 years,Manager/Supervisor,Healthcare,Hybrid (Partially Remote),4,2,4,2,3,5,1,3,3,1,4,2,4,1,1,4,3,3,2,3,5,1,5,5,3,5,3,2,4,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.
28,Male,Postgraduate (PG),2 years,Individual Contributor/Employee,Education,On-Site,2,4,2,3,3,5,1,2,5,5,1,2,1,4,3,3,2,4,2,1,2,5,1,1,1,2,2,2,1,1,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
59,Female,Undergraduate (UG),21 years,Individual Contributor/Employee,Finance/Banking,Fully Remote,3,1,5,3,4,4,4,4,4,1,4,5,2,5,4,1,4,4,4,4,4,5,2,3,4,5,2,5,2,2,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
48,Male,Postgraduate (PG),11 years,Individual Contributor/Employee,Healthcare,On-Site,3,4,5,5,1,3,2,3,1,5,2,5,4,1,4,4,3,5,3,2,5,2,2,2,2,2,5,2,2,2,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
36,Male,Postgraduate (PG),4 years,Individual Contributor/Employee,Education,Hybrid (Partially Remote),3,2,1,1,1,5,4,5,2,4,5,2,5,2,2,5,5,5,5,2,5,5,1,5,1,5,5,1,4,5,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
54,Female,Postgraduate (PG),2 years,Other,Finance/Banking,Hybrid (Partially Remote),4,3,1,1,5,3,5,1,1,2,3,1,2,5,1,1,5,1,1,5,1,3,1,3,3,4,5,4,4,5,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.
18,Female,Undergraduate (UG),0 years,Other,Manufacturing,Hybrid (Partially Remote),1,2,2,4,2,3,1,5,3,5,5,1,2,5,2,3,2,4,2,5,3,4,5,5,4,1,2,3,2,3,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
49,Female,Postgraduate (PG),19 years,Manager/Supervisor,Manufacturing,On-Site,4,2,1,4,4,4,5,3,3,1,3,1,2,2,2,1,1,2,5,3,4,3,2,2,2,3,5,2,1,2,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
27,Female,Postgraduate (PG),4 years,Other,Finance/Banking,On-Site,1,5,1,3,5,2,2,5,3,3,5,5,1,4,5,4,5,1,2,1,2,4,3,3,3,5,3,5,4,2,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
47,Non-Binary/Third Gender,Postgraduate (PG),24 years,Manager/Supervisor,Retail,On-Site,1,2,1,3,5,3,5,1,3,5,2,1,4,5,4,5,4,1,5,5,3,3,2,4,3,1,5,2,3,3,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all."
26,Male,Postgraduate (PG),3 years,Other,Retail,Fully Remote,1,5,1,1,2,1,5,3,2,2,3,1,4,3,3,5,1,2,4,2,5,2,2,1,3,1,5,5,4,1,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
25,Female,Postgraduate (PG),2 years,Team Lead,Information Technology (IT),On-Site,1,1,4,4,5,5,2,1,4,4,2,1,1,2,2,5,4,2,1,4,4,2,4,3,1,4,4,3,2,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
28,Male,Postgraduate (PG),4 years,Individual Contributor/Employee,Manufacturing,Fully Remote,3,4,5,5,2,4,3,5,1,2,4,3,3,2,2,3,2,3,1,5,5,4,3,4,1,1,2,5,4,3,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
55,Female,Undergraduate (UG),10 years,Senior Management/Executive,Information Technology (IT),Fully Remote,5,2,2,5,2,3,2,5,4,4,1,2,2,2,1,4,3,2,5,2,4,2,2,1,5,3,1,1,3,3,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Our organization would benefit from regular sessions on emotional intelligence and communication skills.
54,Male,Undergraduate (UG),9 years,Manager/Supervisor,Manufacturing,Hybrid (Partially Remote),3,1,2,2,2,1,3,4,3,2,1,4,4,1,4,1,4,5,2,4,3,5,4,1,2,2,3,1,5,1,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
56,Female,Postgraduate (PG),19 years,Team Lead,Retail,Fully Remote,3,4,1,3,3,3,5,4,3,2,4,3,2,2,5,5,2,5,2,1,1,4,1,4,2,3,1,2,1,2,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
41,Male,Postgraduate (PG),5 years,Individual Contributor/Employee,Information Technology (IT),Fully Remote,1,5,1,1,4,3,5,4,2,5,5,1,4,3,1,2,2,5,2,2,2,5,3,3,3,5,3,4,4,4,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
42,Female,Undergraduate (UG),4 years,Individual Contributor/Employee,Retail,Fully Remote,1,3,4,1,2,5,2,1,1,1,5,5,1,3,3,1,4,2,4,1,1,2,3,2,4,1,1,5,4,1,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
60,Male,Postgraduate (PG),13 years,Other,Manufacturing,On-Site,4,5,1,5,3,1,4,2,1,3,5,4,3,1,3,4,4,2,4,1,4,2,1,4,1,3,2,4,4,3,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
51,Male,Postgraduate (PG),3 years,Team Lead,Manufacturing,Fully Remote,4,4,3,5,1,1,2,4,3,3,2,3,1,4,3,4,3,5,3,4,2,5,4,1,5,1,1,1,5,3,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
49,Female,Postgraduate (PG),20 years,Other,Healthcare,On-Site,4,5,2,2,5,4,5,2,5,1,4,4,1,5,5,3,4,1,3,2,1,1,4,2,1,2,3,1,3,5,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.,Recognizing cultural differences and addressing them with sensitivity has been crucial in resolving workplace conflicts.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
41,Female,Undergraduate (UG),5 years,Senior Management/Executive,Retail,On-Site,5,3,3,4,1,5,2,1,2,3,3,5,5,1,4,2,1,1,4,2,2,3,5,2,5,5,4,2,1,1,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
24,Male,Undergraduate (UG),3 years,Team Lead,Retail,Fully Remote,1,1,3,4,1,3,3,4,5,4,5,1,4,5,5,1,3,4,2,5,3,5,3,2,2,4,3,5,4,4,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.,I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
24,Male,Undergraduate (UG),3 years,Manager/Supervisor,Healthcare,Hybrid (Partially Remote),5,4,5,2,1,5,4,3,5,1,4,5,4,2,4,3,4,3,2,5,2,5,3,2,1,2,2,2,5,3,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
19,Female,Undergraduate (UG),0 years,Individual Contributor/Employee,Other,On-Site,5,5,3,1,4,2,2,5,4,2,5,5,5,4,5,4,2,5,5,3,3,4,4,4,5,4,5,2,3,5,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
29,Male,Postgraduate (PG),7 years,Other,Other,Fully Remote,3,3,1,1,1,5,1,3,1,5,4,4,4,1,4,5,3,3,4,3,1,1,5,1,1,3,1,5,2,3,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.
51,Female,Postgraduate (PG),3 years,Team Lead,Information Technology (IT),Fully Remote,4,2,2,1,1,5,4,4,4,4,3,5,1,5,4,5,5,5,5,4,1,1,3,3,1,2,2,3,2,4,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.","Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
46,Female,Undergraduate (UG),15 years,Team Lead,Other,Hybrid (Partially Remote),2,4,4,2,5,1,4,5,2,3,4,3,4,2,5,1,5,3,5,1,4,4,2,5,5,2,4,1,4,5,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.
41,Male,Postgraduate (PG),3 years,Manager/Supervisor,Other,Fully Remote,2,3,2,5,4,3,4,1,2,4,2,2,3,4,4,5,5,5,3,5,1,3,3,2,5,2,1,2,1,2,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.","During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",Training in emotional intelligence would help in reducing workplace stress and improving collaboration.
39,Male,Postgraduate (PG),12 years,Individual Contributor/Employee,Finance/Banking,On-Site,3,2,3,1,5,1,4,4,3,5,2,4,1,4,4,5,2,3,1,3,2,1,1,1,2,5,1,3,1,1,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
22,Male,Undergraduate (UG),3 years,Individual Contributor/Employee,Education,Hybrid (Partially Remote),4,5,1,1,5,3,5,3,2,3,1,2,2,1,4,2,5,3,3,2,1,4,4,3,4,2,2,5,5,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations.",I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
25,Male,Postgraduate (PG),2 years,Individual Contributor/Employee,Healthcare,On-Site,3,3,4,1,2,1,5,3,4,4,4,5,5,5,3,5,2,3,5,5,1,3,5,2,1,2,5,4,1,1,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Addressing conflicts directly but respectfully has improved my team’s productivity and morale.,Understanding my manager's expectations and being empathetic to their challenges helped me resolve a conflict.
47,Female,Doctorate (Ph.D.),14 years,Other,Retail,Fully Remote,2,1,4,1,1,3,4,5,3,3,4,3,5,3,1,3,3,2,3,5,2,5,2,3,3,1,2,1,2,1,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.,Managing my emotions and not reacting impulsively has been key to maintaining workplace harmony.,"Workshops on emotional intelligence could help teams work better together, especially in stressful situations."
29,Female,Postgraduate (PG),2 years,Individual Contributor/Employee,Manufacturing,Fully Remote,1,1,3,3,4,1,2,5,1,1,3,4,1,5,1,2,4,2,4,3,5,3,1,1,5,5,5,1,5,5,Training in emotional intelligence would help in reducing workplace stress and improving collaboration.,"During a team dispute, I encouraged open communication, which helped us find a solution beneficial to all.",I resolved a conflict with a colleague by understanding their emotional needs and explaining my perspective calmly.
60,Female,Undergraduate (UG),33 years,Individual Contributor/Employee,Manufacturing,Hybrid (Partially Remote),1,3,4,4,5,3,4,2,2,3,1,4,2,1,2,2,3,3,1,3,3,2,4,1,5,2,5,5,3,4,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,Our organization would benefit from regular sessions on emotional intelligence and communication skills.,I have found that actively listening and avoiding assumptions helps in resolving disputes effectively.
